location,variable,year,value
Cusco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.738
Cusco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.19
Huancavelica,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.836
Huancavelica,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.17600000000000002
Huánuco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.8490000000000001
Huánuco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.251
Ica,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.6890000000000001
Ica,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.10099999999999999
Junín,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.591
Junín,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.111
La Libertad,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.622
La Libertad,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.084
Lambayeque,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.66
Lambayeque,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.085
Loreto,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.6920000000000001
Loreto,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.145
Madre de Dios,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.616
Madre de Dios,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.11599999999999999
Moquegua,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.601
Moquegua,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.083
Pasco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.6779999999999999
Pasco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.106
Piura,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.6459999999999999
Piura,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.136
Puno,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.588
Puno,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.154
San Martín,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.677
San Martín,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.20199999999999999
Tacna,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.6729999999999999
Tacna,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.2
Tumbes,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.672
Tumbes,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.12
Ucayali,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.595
Ucayali,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.12300000000000001
Lima/Callao,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,0.648
Lima/Callao,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,0.14300000000000002
Lima,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,
Lima,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2010,
Lima Provincias,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2010,
Nacional,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.698
Nacional,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.145
Amazonas,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.6709999999999999
Amazonas,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.087
Áncash,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.8859999999999999
Áncash,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.21899999999999997
Apurímac,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.847
Apurímac,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.311
Arequipa,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.778
Arequipa,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.225
Ayacucho,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.769
Ayacucho,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.17300000000000001
Cajamarca,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.7759999999999999
Cajamarca,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.12
Callao,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,
Callao,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,
Cusco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.8029999999999999
Cusco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.23
Huancavelica,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.899
Huancavelica,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.257
Huánuco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.846
Huánuco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.195
Ica,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.647
Ica,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.095
Junín,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.873
Junín,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.145
La Libertad,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.589
La Libertad,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.079
Lambayeque,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.7240000000000001
Lambayeque,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.146
Loreto,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.725
Loreto,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.133
Madre de Dios,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.858
Madre de Dios,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.086
Moquegua,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.6679999999999999
Moquegua,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.142
Pasco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.7
Pasco,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.092
Piura,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.62
Piura,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.09300000000000001
Puno,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.608
Puno,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.136
San Martín,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.774
San Martín,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.185
Tacna,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.711
Tacna,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.18
Tumbes,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.72
Tumbes,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.134
Ucayali,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.597
Ucayali,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.057
Lima/Callao,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,0.5760000000000001
Lima/Callao,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,0.10800000000000001
Lima,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,
Lima,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Herida o lesión, hueso o dientes rotos, quemaduras",2011,
Lima Provincias,"MUJERES DE 15 A 49 AÑOS DE EDAD ALGUNA VEZ UNIDAS QUE TUVIERON CONSECUENCIAS DE LA VIOLENCIA FÍSICA, EJERCIDA ALGUNA VEZ POR EL ESPOSO O COMPAÑERO / Moretones y dolores",2011,
