ambito,indicador,unidad,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Arequipa,"total_de_titulacion_por_superficie_a_predios_rurales,_comunidades_campesinas_y_nativas",Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213237.0,50402.0,62183.5,,,,114.0,,,,,,,
Arequipa,titulos_otorgados_a_predios_de_comunidades_campesinas,Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,21.0,5.0,,,,,,,,,,,
Arequipa,titulacion_por_superficie_a_comunidades_campesinas,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155760.0,48800.0,59253.0,,,,,,,,,,,
Arequipa,titulos_otorgados_a_predios_comunidades_nativas,Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
Arequipa,titulacion_por_superficie_a_comunidades_nativas,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
Arequipa,extraccion_de_trucha_(fresco),Toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,69.0,74.0,85.0,76.0,78.0,110.0,120.0,86.0,137.0,140.0,142.0,166.37,105.39,19.0,
Arequipa,produccion_de_cobre_(tmf),Tonelada métrica de contenido fino,,,,,,,,,,,,,,,,,,,,,,,,,,,30520.0,28660.0,27346.0,27713.0,27339.0,30959.0,30201.0,31242.0,20523.0,29367.0,49134.0,55949.0,57562.0,68391.0,71661.0,77400.19,86880.08,87843.12,89057.29,94108.01,97119.67,275050.63,325157.35,309498.08,313608.34,304387.46,,,,,,
Arequipa,produccion_de_zinc_(tmf),Tonelada métrica de contenido fino,,,,,,,,,,,,,,,,,,,,,,,,,,,2672.0,2412.0,4365.0,5460.0,5001.0,4296.0,3475.0,4468.0,4964.0,3747.0,3200.0,1143.0,1011.0,993.0,711.0,827.26108,681.74258,675.77112,553.08429,811.03717,1703.37932,8008.44901,12871.92707,17233.66015,15700.97648,,,,,,,
Arequipa,produccion_de_oro_(miles_de_onzas_finas),Miles de onzas finas,,,,,,,,,,,,,,,,,,,,,,,,,,,,89925.28196,92111.52407,100438.53445,156862.87118,199076.63422,157377.28109,192421.45604,328193.52101,346197.86777,350684.29378,368364.53015,407868.79975,374393.96083,454861.72019,477466.08902,530743.38207,531169.18246,557305.58993,595139.11744,535910.9828,566586.62345,519221.50623,546472.10849,561921.5492,,,,,,,
Arequipa,produccion_de_plata_(miles_de_onzas_finas),Miles de onzas finas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11167.97,10848.71,9641.36,9576.57,8829.37,8162.08,8544.78,7830.37,7789.39,9863.07,12508.46,16438.21,11505.88,,,,,,,
Arequipa,produccion_de_plomo_(tmf),Tonelada métrica de contenido fino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.0,649.0,602.5,620.0,421.6,552.27033,378.60523,396.60601,832.27022,805.60175,1040.4454,4754.36799,8771.09308,13808.18075,12528.1098,,,,,,,
Arequipa,produccion_de_estano,Tonelada métrica de contenido fino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,produccion_de_carbon,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111070.0,205450.0,106930.0,239462.0,412.26,170418.0,291385.0,247234.0,358418.0,579981.0,437465.0,,,,,,,
Arequipa,reservas_probadas_y_probables_de_cobre,Miles de toneladas métricas finas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7773.70704012,12961.88425764,12712.21893044,14556.5433716,15676.61985639,13681.0048254,16792.7831694,16387.6421191,,,
Arequipa,monto_de_transferencia_por_derecho_de_vigencia_y_penalidad,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7167.747,9930.68224475857,11322.5212976,11777.4715077647,13171.1828987583,17153.2917286872,18448.4088732817,18923.9254002594,21230.83052208,20798.11101328,25913.7306484426,26892.12879228,
Arequipa,produccion_total_de_petroleo_crudo,Barril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,produccion_total_de_liquidos_de_gas_natural,Barril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,produccion_fiscalizada_de_gas_natural,Miles de pies cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,regalias_cobradas_por_explotacion_de_petroleo_crudo,Miles de US dólares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,regalias_cobradas_por_explotacion_de_gas_natural,Miles de US dólares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,retribuciones_pagadas_por_explotacion_de_petroleo_crudo,Miles de US dólares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,"indice_de_volumen_de_partes,_piezas_y_accesorios_para_vehiculos_automotores",Año base 1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,produccion_de_energia_electrica,Gigawatt hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.6,1526.4,1183.8,1254.9,991.7,1033.4,1164.7,884.0,1211.9,1093.5,1038.6,863.3,991.7,1153.2,1267.0,1365.8,1011.5,988.4,1159.7,1786.2
Arequipa,clientes_del_suministro_de_energia_electrica_en_el_mercado_libre,Clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,10.0,11.0,14.0,14.0,14.0,20.0,18.0,17.0,15.0,15.0,17.0,41.0,
Arequipa,clientes_del_suministro_de_energia_electrica_en_el_mercado_regulado,Clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228285.0,237204.0,241944.0,251678.0,264806.0,281875.0,295074.0,311199.0,326089.0,343224.0,358473.0,375291.0,393208.0,404612.0,
Arequipa,produccion_de_agua_potable,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47950.436,50807.9,54466.938,58633.536,58528.0,55016.76594,53126.9575,52603.07513,56691.26509,56776.53299,57334.65155,58091.18764,54042.0092,59199.20844,67162.72056,66282.6247287243,73757.34466,75397.8978845455,
Arequipa,produccion_de_aguas_subterraneas_en_lima_metropolitana,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,cantidad_de_pollos_vendidos_en_lima_metropolitana,Miles de unidades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,venta_de_pollos_por_peso_en_lima_metropolitana,Miles de kilogramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,cantidad_de_gallina_de_posturas_y_reproductoras_vendidas_en_lima_metropolitana,Miles de unidades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arequipa,beneficio_de_ganado_ovino,Toneladas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.35,778.5,694.95,783.26,532.41,567.7,716.24,840.83,763.249,1280.36,1453.414,,,,
Arequipa,beneficio_de_ganado_porcino,Toneladas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2530.09,4138.7,3994.73,4481.59,5078.83,5804.15,5919.31,6812.69,8366.83,11402.565,15766.831,,,,
Arequipa,beneficio_de_ganado_vacuno,Toneladas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11607.14,14615.0,14117.41,14133.3,9724.6,8733.45,10813.31,14009.6,14639.85,19429.899,20388.159,,,,
Arequipa,transporte_interprovincial_de_pasajeros_-_total,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5243781.0,5399615.0,5967021.0,5658323.0,4912899.0,5217018.0,5271549.0,,,,,,,
Arequipa,lineas_en_servicio_de_telefonia_movil,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118124.0,154912.0,196317.0,305259.0,504953.0,906511.0,1158143.0,1343661.0,1602798.0,,,,,,,
Arequipa,lineas_en_servicio_de_telefonos_publicos,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4879.0,5320.0,6760.0,7474.0,8334.0,8639.0,7905.0,7150.0,8671.0,9256.0,10258.0,,,,,,,
Arequipa,conexiones_de_tv_de_paga_digital_y_numero_de_altas,Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23208.0,24830.0,29976.0,38094.0,42887.0,49269.0,46736.0,66517.0,73299.0,80727.0,84390.0,91493.0,92753.0,94733.0
Arequipa,total_de_creditos_directos_de_la_banca_multiple,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066643.0,918013.0,840745.0,1076084.0,1044346.33611,1156509.81905,1459535.01288,2079207.11718,2178296.22131,2643717.71821,3408367.46232,4216531.74218,4922283.80064,5436902.22471,6362316.23316,6695154.0,6796242.4
Arequipa,total_de_creditos_directos_de_las_cajas_municipales,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158372.26589,184871.33267,216123.03386,254564.29097,300359.38187,369815.49051,485725.59388,578676.76514,760814.50127,1011841.19134,1274982.32752,1457487.98317,1539648.13862,1827769.36287,2137407.0,
Arequipa,total_de_creditos_directos_de_las_cajas_rurales,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41583.0,52839.0,69391.0,84623.0,99681.0,102370.0,122502.0,170956.0,208816.0,181054.0,178347.0,56513.0,59879.0,36006.0,64158.0,77017.0
Ayacucho,precio_promedio_pagado_al_productor_de_fibra_de_alpaca,Soles/kg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,5.4,3.3,5.7,13.0,13.0,14.2,
Ayacucho,precio_promedio_pagado_al_productor_de_fibra_de_llama,Soles/kg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,2.6,2.8,2.9,6.2,4.8,5.1,
Ayacucho,produccion_de_madera_aserrada,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,2817.0,1043.0,1247.0,243.0,485.0,2891.0,1345.0,242.0,405.0,590.0,959.28,,,,,,,
Ayacucho,produccion_de_parquet,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,produccion_de_carbon,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26750.0,,,,2550.0,,,10000.0,3900.0,,,,,,,
Ayacucho,produccion_de_postes,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,45.07,,,,,113.11,,,,,,,
Ayacucho,produccion_de_cochinilla,Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37100.0,69790.0,,54205.07,32767.0,21624.0,94552.0,95042.0,103825.0,90233.0,83015.4,70363.1,27012.0,25720.0,26889.8,8235.0,,,,,,,
Ayacucho,produccion_de_esparrago,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,volumen_de_beneficio_de_ovino_lima_metropolitana,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,10.81458061482,11.92738658469,7.57649758421,9.41704250078,,,,
Ayacucho,"total_de_titulos_otorgados_a_predios_rurales,_comunidades_campesinas_y_nativas",Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.0,58.0,2802.0,,,,1433.0,,,,,,,
Ayacucho,"total_de_titulacion_por_superficie_a_predios_rurales,_comunidades_campesinas_y_nativas",Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71795.0,52.0,91863.8,,,,1290.0,,,,,,,
Ayacucho,titulos_otorgados_a_predios_de_comunidades_campesinas,Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,16.0,,,,,,,,,,,
Ayacucho,titulacion_por_superficie_a_comunidades_campesinas,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70670.0,0.0,89357.0,,,,,,,,,,,
Ayacucho,titulos_otorgados_a_predios_comunidades_nativas,Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
Ayacucho,titulacion_por_superficie_a_comunidades_nativas,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
Ayacucho,extraccion_de_trucha_(fresco),Toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,80.0,94.0,105.0,123.0,110.0,88.0,97.0,68.0,209.0,240.0,265.0,304.4,482.65,544.0,
Ayacucho,produccion_de_cobre_(tmf),Tonelada métrica de contenido fino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.5,,50.0,124.5,126.92,74.49,36.28,152.9,210.37,434.1,523.36,448.29,794.33,675.23,421.01,,,,,,
Ayacucho,produccion_de_zinc_(tmf),Tonelada métrica de contenido fino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4180.0,4354.0,4646.0,5098.0,5277.0,5356.0,5648.0,4938.0,8506.0563,6704.5027,7101.2784,9360.4635,10412.81538,15528.60856,20309.26558,21492.93818,24764.00721,24613.38114,,,,,,,
Ayacucho,produccion_de_oro_(miles_de_onzas_finas),Miles de onzas finas,,,,,,,,,,,,,,,,,,,,,,,,,,,,3472.26688,3472.26688,3665.17059,0.0,0.0,0.0,0.0,0.0,0.0,803.76548,281.51082,78.41536,7909.05233,31990.83064,1108.99175,279.21705,613.54939,3118.79851,1150.72551,71115.08955,97789.15465,139119.05626,151211.17525,152437.33239,,,,,,,
Ayacucho,produccion_de_plata_(miles_de_onzas_finas),Miles de onzas finas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.24,139.9,113.79,144.09,721.58,142.8,205.63,270.26,480.25,1442.7,4832.87,9427.54,10705.63,,,,,,,
Ayacucho,produccion_de_plomo_(tmf),Tonelada métrica de contenido fino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6647.0,5911.0,3419.0,3061.0,2993.0,4558.6862,4650.3375,2405.9572,2848.5988,5242.32912,6164.37917,5979.81132,6971.6207,5411.05265,5583.03379,,,,,,,
Ayacucho,produccion_de_estano,Tonelada métrica de contenido fino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,produccion_de_carbon,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26750.0,,,,2550.0,,,10000.0,3900.0,,,,,,,
Ayacucho,reservas_probadas_y_probables_de_cobre,Miles de toneladas métricas finas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.740426,3.388789535,16.65588604,20.1715865,10.5477133,6.2195418,37.5207574,14.9829878,,,
Ayacucho,monto_de_transferencia_por_derecho_de_vigencia_y_penalidad,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248.794,5377.01744295626,5826.1588183,6863.98844348664,4986.36905433426,7957.76919726763,8454.08214470498,9082.06583069061,9929.50481796,10169.32167984,11031.1893899929,10411.21302798,
Ayacucho,produccion_total_de_petroleo_crudo,Barril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,produccion_total_de_liquidos_de_gas_natural,Barril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,produccion_fiscalizada_de_gas_natural,Miles de pies cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,regalias_cobradas_por_explotacion_de_petroleo_crudo,Miles de US dólares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,regalias_cobradas_por_explotacion_de_gas_natural,Miles de US dólares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,retribuciones_pagadas_por_explotacion_de_petroleo_crudo,Miles de US dólares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,"indice_de_volumen_de_partes,_piezas_y_accesorios_para_vehiculos_automotores",Año base 1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,produccion_de_energia_electrica,Gigawatt hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,11.0,12.4,11.1,14.9,15.1,15.2,14.6,14.9,13.2,12.2,13.3,11.7,12.1,13.9,16.3,19.7,19.2,18.0,21.7
Ayacucho,clientes_del_suministro_de_energia_electrica_en_el_mercado_libre,Clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,
Ayacucho,clientes_del_suministro_de_energia_electrica_en_el_mercado_regulado,Clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52669.0,57626.0,49868.0,55352.0,61322.0,69477.0,74112.0,83503.0,93172.0,98813.0,107702.0,113745.0,168271.0,175585.0,
Ayacucho,produccion_de_agua_potable,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17582.266,15135.815,,16645.0,16931.0,16477.254,14966.589,15672.872,16962.196,17556.235,14295.125,15866.879,15598.569,13165.406,14565.57665,16635.916,17663.699,18157.076,
Ayacucho,produccion_de_aguas_subterraneas_en_lima_metropolitana,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,cantidad_de_pollos_vendidos_en_lima_metropolitana,Miles de unidades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,venta_de_pollos_por_peso_en_lima_metropolitana,Miles de kilogramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,cantidad_de_gallina_de_posturas_y_reproductoras_vendidas_en_lima_metropolitana,Miles de unidades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayacucho,beneficio_de_ganado_ovino,Toneladas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.95,357.56,396.7,314.56,339.17,227.36,346.52,295.94,276.9,270.799,329.418,,,,
Ayacucho,beneficio_de_ganado_porcino,Toneladas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.72,480.7,581.48,480.9,475.02,489.44,511.95,684.55,677.86,773.102,928.854,,,,
Ayacucho,beneficio_de_ganado_vacuno,Toneladas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925.64,2231.3,2600.69,2464.39,2580.4,2062.68,2223.22,2866.19,3259.29,3613.939,4028.811,,,,
Ayacucho,transporte_interprovincial_de_pasajeros_-_total,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829360.0,854808.0,837837.0,845554.0,835862.0,738539.0,693940.0,,,,,,,
Ayacucho,lineas_en_servicio_de_telefonia_movil,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6348.0,9671.0,20197.0,31840.0,73031.0,188707.0,317653.0,426275.0,499507.0,,,,,,,
Ayacucho,lineas_en_servicio_de_telefonos_publicos,Unidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.0,1050.0,1652.0,1640.0,1843.0,1713.0,1630.0,1634.0,2414.0,2758.0,3365.0,,,,,,,
Ayacucho,conexiones_de_tv_de_paga_digital_y_numero_de_altas,Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363.0,2719.0,2750.0,2935.0,3180.0,3994.0,4773.0,9437.0,9449.0,11262.0,12281.0,13125.0,12715.0,14117.0
Ayacucho,total_de_creditos_directos_de_la_banca_multiple,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17745.0,20065.0,20048.0,22836.0,35050.72999,48829.54314,91209.96734,171106.97016,206795.27574,259278.29845,308950.94932,350416.54469,377935.53279,411826.74766,513992.3625,553661.0,595513.2
Ayacucho,total_de_creditos_directos_de_las_cajas_municipales,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5227.4155,8766.47279,13846.39364,19304.09717,23876.87243,38063.10606,68458.90021,97207.89773,121911.69872,138172.39079,169205.6093,199817.80933,227613.82486,259595.72669,324809.0,
Ayacucho,total_de_creditos_directos_de_las_cajas_rurales,Miles de soles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9877.0,8912.0,6218.0,12213.0,11928.0,16790.0,18351.0,26393.0,29317.0,46419.0,47576.0,43153.0,65659.0,41955.0,47264.0,56880.0
Cajamarca,precio_promedio_pagado_al_productor_de_fibra_de_alpaca,Soles/kg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cajamarca,precio_promedio_pagado_al_productor_de_fibra_de_llama,Soles/kg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cajamarca,produccion_de_madera_aserrada,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.0,444.0,24.0,1819.0,,368.0,3050.0,3197.0,680.0,,1865.0,2878.0,3077.0,4314.0,7885.0,11110.0,12516.0,13014.0,7665.0,10229.9,,,,,,,
Cajamarca,produccion_de_parquet,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cajamarca,produccion_de_carbon,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6869.0,,,,,,,,,
Cajamarca,produccion_de_postes,Miles de metros cúbicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6939.77,13463.9,13189.23,2831.25,1025.99,,,,,,,,,,
Cajamarca,produccion_de_cochinilla,Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,200.0,,576.0,30.0,,,,90.0,380.0,,,,,,,,,,,,,,
Cajamarca,produccion_de_esparrago,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cajamarca,volumen_de_beneficio_de_ovino_lima_metropolitana,Tonelada métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,4.86226683345,4.59712425698,6.49942141678,4.19733922155,,,,
Cajamarca,"total_de_titulos_otorgados_a_predios_rurales,_comunidades_campesinas_y_nativas",Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9662.0,21751.0,26944.0,,,,,,,,,,,
Cajamarca,"total_de_titulacion_por_superficie_a_predios_rurales,_comunidades_campesinas_y_nativas",Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24155.0,38393.0,53887.5,,,,,,,,,,,
Cajamarca,titulos_otorgados_a_predios_de_comunidades_campesinas,Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0,,,,,,,,,,,
Cajamarca,titulacion_por_superficie_a_comunidades_campesinas,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12754.0,0.0,,,,,,,,,,,
Cajamarca,titulos_otorgados_a_predios_comunidades_nativas,Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
Cajamarca,titulacion_por_superficie_a_comunidades_nativas,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
Cajamarca,extraccion_de_trucha_(fresco),Toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,32.0,49.0,74.0,123.0,130.0,226.0,263.0,294.0,329.0,328.0,175.13,75.49,139.0,
Cajamarca,produccion_de_cobre_(tmf),Tonelada métrica de contenido fino,,,,,,,,,,,,,,,,,,,,,,,,,,,2754.0,2909.0,2284.0,2401.0,1493.0,1883.0,1014.0,135.0,0.0,0.0,0.0,0.0,,,24.5,110.68,229.52,,,,,71.32,7707.43,38643.61,43657.06,40369.98,,,,,,
Cajamarca,produccion_de_zinc_(tmf),Tonelada métrica de contenido fino,,,,,,,,,,,,,,,,,,,,,,,,,,,11153.0,10570.0,6084.0,9617.0,7988.0,7090.0,6697.0,4776.0,6371.0,6446.0,9004.0,11113.0,14253.0,15494.0,15224.0,16562.57664,14705.93532,4885.84599,,,,,,,,,,,,,,
Cajamarca,produccion_de_oro_(miles_de_onzas_finas),Miles de onzas finas,,,,,,,,,,,,,,,,,,,,,,,,,,,,6140.76827,2732.80263,9902.39072,1993.33839,7651.84737,5819.26208,84009.56802,320991.7823,546978.48481,817009.67091,1086632.7049,1518674.17276,1869108.39903,1926220.3089,1955198.06523,2344908.85608,2862216.06175,2922766.99502,3318214.80014,2613675.43477,1566953.83573,1844368.39831,2202231.64494,1661132.2741,,,,,,,
